row_id,logical_request_hash,phase,method,budget,run_id,final_started_at_utc,final_finished_at_utc,state_call_started_min_utc,state_call_finished_max_utc,state_call_timing_available,state_call_timing_note,attempt_count,timed_final_attempt_count,provider_call_count_from_score,source_cassette_sha256,source_scores_sha256,source_cassette_row_sha256,source_score_row_sha256,source_cassette_line_number,source_score_line_number,timing_scope,provider_name,provider_tag,quantization,http_status,backend_error,returned_model_match,reasoning_content_present,reasoning_tokens_observed
pcgds_v2_00002_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::rolling_visible_carry_forward::budget1200::run2,9ace3264815d9020670859a93bd20c1604340580183955546b600db8ab64d7be,confirmatory,rolling_visible_carry_forward,1200,2,2026-06-29T11:26:11Z,2026-06-29T11:26:17Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,8d4ce2510c7a1c444afad8ec6b45d36ace61316b1d5d7d0ea19cb84accd069cc,b96c958107b621b032b3782a2ee167b6be432a1e5cff9794909a0000a9b4097f,56,56,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00002_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::rolling_visible_carry_forward::budget1200::run3,e76f81cfd5a24ef3c6ec6cfcc764c84e9e170cb051fd8008b4802fe932f7aa60,confirmatory,rolling_visible_carry_forward,1200,3,2026-06-29T11:26:11Z,2026-06-29T11:26:15Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,62c39b559d66f84130031235a04c3a7557537f1a047104217987cb9fef9d96c9,0e85451f7b9dc0602bc3aed9f759b90bc8ade513d9d457b4399c2cb2dd5e25eb,57,57,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00002_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::rolling_visible_carry_forward::budget600::run1,1d6c13d6aa1113326160b4b6d8e4e8e1c2f3e7ea7154b90787781dc574302b75,confirmatory,rolling_visible_carry_forward,600,1,2026-06-29T11:26:05Z,2026-06-29T11:26:08Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,df159846a92831ca654ed58522e904a1f2ed0c865b9d14a093241f8c4be64ba2,1f183026f8f5a39a43021e772d0009ca9f3427c0ecbcdb948014fcd0e4522aea,58,58,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00002_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::rolling_visible_carry_forward::budget600::run2,0e8fc0b6de2e91e8d59be1e628d82d1584acc122d4554855bb3c76a3abf9355a,confirmatory,rolling_visible_carry_forward,600,2,2026-06-29T11:26:02Z,2026-06-29T11:26:06Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,c00cdc8e4dc25ff0b9f0845bace36efb68ae1d0891c2116aa4384a7914ca39a6,7b16aa0d18e66dea2e06f2c03a317cda1261f1211641db599949e2c779d164a6,59,59,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00002_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::rolling_visible_carry_forward::budget600::run3,df7ca5beb477470edecc59393e8df66e88eae2be5cec494318c8cd82edc37fa0,confirmatory,rolling_visible_carry_forward,600,3,2026-06-29T11:26:05Z,2026-06-29T11:26:09Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,e82f6db9d8acf8b6ff550777b549f01dc03ad5b23c5892b7ac562f0d7b9c0348,0cf50bff43c2bca256d55b4f2b18571203b266067939b8dd325e275347827623,60,60,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00002_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::rolling_visible_fields_only::budget1200::run1,2efa4d4c51815d9ecb2c6d47b1fad469950ee079e6b8f173ea5223dcf8dcf120,confirmatory,rolling_visible_fields_only,1200,1,2026-06-29T11:26:12Z,2026-06-29T11:26:16Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,bea24a4cacbb7bdd9dd321e2eedea9cd76cb5cdb40770e1c11b74efa4c7a37e7,7fbcebc9db41be51de06f2774d202ddf1ed760ffe168144efd34ad6c0aab5e9a,61,61,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00002_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::rolling_visible_fields_only::budget1200::run2,25ef73130c86c1b2d79c2d47d4ccc85db657df325c8ddfce5aca4a1074455aa5,confirmatory,rolling_visible_fields_only,1200,2,2026-06-29T11:26:12Z,2026-06-29T11:26:16Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,367551a12ecf9905c1a7cff0f7e3c7b885fd38ad90a59e0d6058b81fddd84dba,ce714d5e9612b0e1d216f890e7b71f642b403f90343075b0832394c223b1f212,62,62,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00002_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::rolling_visible_fields_only::budget1200::run3,211f0938d97e7f09ddacc08060b5e4568e69843933b040d65c47884fec0232a7,confirmatory,rolling_visible_fields_only,1200,3,2026-06-29T11:26:16Z,2026-06-29T11:26:20Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,fd0b00cb6d167869cd8c4757e09448452d2f12f712065d4884c25393042e4295,c53a8906e609c4005f45ecfe1dd3ee380b74da21ee2811a61b54e5449a729835,63,63,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00002_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::rolling_visible_fields_only::budget600::run1,1290cc1b68f03008444ec8ae70d5e84da1bcb7823e56ec7d3524ae4b8f3ae509,confirmatory,rolling_visible_fields_only,600,1,2026-06-29T11:26:09Z,2026-06-29T11:26:13Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,9b9a3cebd1cc24fd13d20aaa14e4f14fc864020c13882e54ec395e8b8c1fed78,79ba1b8bcb02dbd36070f5ec942c85833717a08a8e6d143f3bdd41d2b1565877,64,64,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00002_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::rolling_visible_fields_only::budget600::run2,835ba91b876428835905755007c02f85a15542280d14c26b27d77050226ff6fe,confirmatory,rolling_visible_fields_only,600,2,2026-06-29T11:26:09Z,2026-06-29T11:26:13Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,20810c7bec88c46bf2936b502c49777a9007a04db682fece9502534d0f3d32cd,c4132091c52105f1177091a1bf8cdda9e4d9497ede5205ec53d341d23fd38757,65,65,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00002_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::rolling_visible_fields_only::budget600::run3,5eafb9d89c8723f787db1c836b417df86f2ce5ab719d0d948483d0fae47879d3,confirmatory,rolling_visible_fields_only,600,3,2026-06-29T11:26:09Z,2026-06-29T11:26:17Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,c83f17a6a14b835bc3ef36cc17c70d3aaea3fb061332212be797fb9681df7c41,e080a380746ea3aefddaf88a5f042ff1cdec611369041560fbcfa19609efacd4,66,66,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00002_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::ssr_no_visible_carry::budget1200::run1,299dc959c38bd91b1b979c875cc8e6615c3e74a0ec89bddf7d3c618c204208fc,confirmatory,ssr_no_visible_carry,1200,1,2026-06-29T11:26:21Z,2026-06-29T11:26:25Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,c3612e9ef470c62bb76dc9b4ef7d927a6bd3687f07f61127970b3b1eaf7a40c3,089a93a93adf9c8315bf26d04a0e568e266c1b4180761d380c1eb55334fed5d0,67,67,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00002_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::ssr_no_visible_carry::budget1200::run2,e9293732f663a031967541995c88ebf5d3043384bf27acbea548b2f847d29c21,confirmatory,ssr_no_visible_carry,1200,2,2026-06-29T11:26:23Z,2026-06-29T11:26:28Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,df5844b6ccb1276e4d639a5e854a6d7e6334d31c6e6852cbd23e9332c266b673,f47ca1fab301cb424b60ab13f828b813569da3b1641ae6413c9be6691ba7bfc9,68,68,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00002_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::ssr_no_visible_carry::budget1200::run3,b76578c81d642b4f109585c8828c919b93ef5c773d6e44d20278f143bc15df35,confirmatory,ssr_no_visible_carry,1200,3,2026-06-29T11:26:24Z,2026-06-29T11:26:27Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,8abbd09d2b5d3a75c4352f878f0ac2ad336ed3a9828d04499aebbec8badad65d,876059ba7d9db89e3e9dbcedd0eb25f65706e36b50a6cfd897f2db681ae14845,69,69,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00002_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::ssr_no_visible_carry::budget600::run1,0a8a520942f73932017d331361f01206910ee3ad6f08b2369d7b1c4b180256f0,confirmatory,ssr_no_visible_carry,600,1,2026-06-29T11:26:16Z,2026-06-29T11:26:19Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,8b3c3fd1e5dc8c5920cf5e1468071a835a7a246712127905deb91ab6be3f47ba,c871806e4c2bb5296dd25a73985f46dff18b4dd7bde124438cf822dc1c75ae54,70,70,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00002_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::ssr_no_visible_carry::budget600::run2,a81eeba05427868943146089a5579b7d3554214651565ef259ad7cfab643bb21,confirmatory,ssr_no_visible_carry,600,2,2026-06-29T11:26:16Z,2026-06-29T11:26:21Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,87c06225f71113cd54362e9179eb18cc7d1aa0174ed711a713c8e84f85cb58a9,91635cf7a0de25c5abbf120a854404d4779fa268af9aa09c1510d28bb9d3a50d,71,71,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00002_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::ssr_no_visible_carry::budget600::run3,456c34eaaf530724d3d863b7c288c2f9dbfe602afaf17c3a8badaffce1c87169,confirmatory,ssr_no_visible_carry,600,3,2026-06-29T11:26:18Z,2026-06-29T11:26:20Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,01984d6c4717dd0e78d2d5443c87cdc419e39e5773af9e6573f13a23b66ee3b7,7faa0a66dda5085325fb8409d2f8eef7cf90b8452e4fc26e30f6a3b80ea076cc,72,72,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00003_api_migration_state_transition_medium::openrouter_qwen3_coder_alibaba_supplement::loop_only::budget1200::run1,a8e9ea005b374908eff10c7cb3735be457549c18b3867fea7ec067d0299d43b2,confirmatory,loop_only,1200,1,2026-06-29T11:26:34Z,2026-06-29T11:26:36Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,6,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,0270d2b3a5c0fa70da43f662ca6236d08971a13a6f2c9eea6e458ca2b7317bde,7aafc543d6382c444da8fe8f97b24108b622d50d1f967547540d0e453e0cac59,73,73,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00003_api_migration_state_transition_medium::openrouter_qwen3_coder_alibaba_supplement::loop_only::budget1200::run2,2edaff7a4d91220c1d1cf91fb2e4a6b77e35be4c0c5155fe2bf129b57663be5a,confirmatory,loop_only,1200,2,2026-06-29T11:26:32Z,2026-06-29T11:26:33Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,6,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,7c5461be7cbeb1fe9746433e8afdddc98515c1c9a2e8ef0e5819f46d385e6903,cbd94a58a146b500be3a94aa6001dcfb02722446a7d0d54a51193be8a0c378a6,74,74,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00003_api_migration_state_transition_medium::openrouter_qwen3_coder_alibaba_supplement::loop_only::budget1200::run3,da8fcc5dfe35b7a845d0344ccaed7d55b092da5590a9735eb0d45c795a9849f3,confirmatory,loop_only,1200,3,2026-06-29T11:26:34Z,2026-06-29T11:26:36Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,6,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,816240f5d7f8b9e2497033a61aac351ed4bc52d1992b33541ff6c9c236ce6861,9c2fded146d6de94f690152d2b5f66cebeb5310000ab75757ff817a152ca851a,75,75,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00003_api_migration_state_transition_medium::openrouter_qwen3_coder_alibaba_supplement::loop_only::budget600::run1,e6345f8148035acff709f97c7f290dea3dcbfa47e660b16b13f30202d5593db1,confirmatory,loop_only,600,1,2026-06-29T11:26:30Z,2026-06-29T11:26:32Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,6,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,0b033b15afb68e386d02680e0f9225878bb094321fff469ada48775da6a65a88,de4ff9e303f93d649c7214f467271d3f285d4ca8149ca235834124e7c33db305,76,76,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00003_api_migration_state_transition_medium::openrouter_qwen3_coder_alibaba_supplement::loop_only::budget600::run2,8e64277511f6dd8b97de092da8c17c8fa2da890b1df663f58b0dea4e7059de08,confirmatory,loop_only,600,2,2026-06-29T11:26:31Z,2026-06-29T11:26:32Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,6,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,2f23d9f123a914bde234f6f727babc1b04bee87bacd00bee97cf07136b2b12f5,2a4cb3ac844838553894439235964f576ca9ecfcb55aae4274d04a5266b1861d,77,77,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00003_api_migration_state_transition_medium::openrouter_qwen3_coder_alibaba_supplement::loop_only::budget600::run3,b97686b87c32f657c160f39cace719cbbc6ca8660f9a75fd5b41a067332c4df1,confirmatory,loop_only,600,3,2026-06-29T11:26:29Z,2026-06-29T11:26:33Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,6,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,ff4d89a516e1b8f2f706fdfd8c52a6323eb314e0131e83a90e10b929b32792c4,e133328f506d95c1c307a3f23d2f6c44b93822a90982f169c4661086aeef6ad8,78,78,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00003_api_migration_state_transition_medium::openrouter_qwen3_coder_alibaba_supplement::mature_ssr_loop::budget1200::run1,55b4ead49c7285d31dcdff8f3336d151dab89afe9e1d25b59cefdd50f53da1a2,confirmatory,mature_ssr_loop,1200,1,2026-06-29T11:26:40Z,2026-06-29T11:26:40Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,5,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,d072e66b8639194cad25fd430bbee9f8739138a0db89325776d136f7d7829f02,b360314ba53b0279d5b79322ced66ca9f6e603a4ea4244fd6b17426fdf41a252,79,79,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00003_api_migration_state_transition_medium::openrouter_qwen3_coder_alibaba_supplement::mature_ssr_loop::budget1200::run2,c4888f4517454422c130d5c02074acf62d435af1c323965e6c81ed8d34fac1da,confirmatory,mature_ssr_loop,1200,2,2026-06-29T11:26:43Z,2026-06-29T11:26:43Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,5,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,00d243ba6654fa23ee2e27cd0ad7a46675a8ccabf90f39b1d6e3e5564fccd2ef,18a655c37200904c999f9a3743b7367dcc69eacdcd00e8102ea91b302c16cf8e,80,80,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00003_api_migration_state_transition_medium::openrouter_qwen3_coder_alibaba_supplement::mature_ssr_loop::budget1200::run3,c865e40f7ce56e343fca37bdb5fbdc2098d9875974921ffd33927f49f45d0e3a,confirmatory,mature_ssr_loop,1200,3,2026-06-29T11:26:44Z,2026-06-29T11:26:44Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,5,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,400e0e6350a88ba37fee133c7c9359de8a1f97918e98a28dc81c5378c08321ab,28ea4f4300789b5aa31012476d9b8dc3d34a39a68dde7e9906d579ebf8e2b8b4,81,81,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00003_api_migration_state_transition_medium::openrouter_qwen3_coder_alibaba_supplement::mature_ssr_loop::budget600::run1,78322464d42c07e6d7d1750cb8d47d82b8349343aa5de000c575a609ebfa9274,confirmatory,mature_ssr_loop,600,1,2026-06-29T11:26:35Z,2026-06-29T11:26:35Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,5,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,3bf24ddc2a52b9c1304863254a0d3cba6611399901f41342270c61540f3cc33f,5dc0aa257881929822f402cf9f3dab310b182cca862c60dc5f536cd04ad39dbf,82,82,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00003_api_migration_state_transition_medium::openrouter_qwen3_coder_alibaba_supplement::mature_ssr_loop::budget600::run2,1277bf2e54f22b50962089d4d5e85147dfb8130df5c095ce4bf177f2953fed98,confirmatory,mature_ssr_loop,600,2,2026-06-29T11:26:37Z,2026-06-29T11:26:37Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,5,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,bf6292332fbffa05f3884801eae0629187fa868c6e8f1bebcd0aa08230067311,adb84c32b196076c5146f122a7af8c2819884451ec43eb0a738efc008b5c89c5,83,83,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00003_api_migration_state_transition_medium::openrouter_qwen3_coder_alibaba_supplement::mature_ssr_loop::budget600::run3,4e69ca1930c57bba95379d6d166528a56cd60afad19d9acdc63c2e1f05956cec,confirmatory,mature_ssr_loop,600,3,2026-06-29T11:26:41Z,2026-06-29T11:26:41Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,5,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,87d5b855bb010b3fca4219b1523a9a4d77ced751c5b152a0dd60d3f0229e29db,2d46ac7ea1deefe83ae900c8f99e702fbe75e9da6c0e9ff7e486ec3a27da9631,84,84,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00003_api_migration_state_transition_medium::openrouter_qwen3_coder_alibaba_supplement::rolling_summary::budget1200::run1,920143c35ad07ac1cd4a320ed3cc814f2e0aee87dc3738f24ea6f058909937b0,confirmatory,rolling_summary,1200,1,2026-06-29T11:26:47Z,2026-06-29T11:26:52Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,6,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,51f45779aa262fd60b7f12656c7e4b8bd522683829f91cfee7c83d94b9f63154,54d2939edcde3948426ccaa67b0c8c718e0d0a4dc38ff63810df7b5a19166222,85,85,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00003_api_migration_state_transition_medium::openrouter_qwen3_coder_alibaba_supplement::rolling_summary::budget1200::run2,cef84591730fa6b01cd558dacf4418f91c7cfd23c301c269dd6207ca426bfc25,confirmatory,rolling_summary,1200,2,2026-06-29T11:26:51Z,2026-06-29T11:26:54Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,6,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,1d893909843bdd06b4e29f0b00583abcd741aef93b07e3658e3d32762c835efb,c9dce84a343f42fe8eeb1727f37f4f0249a6b57a4b9f1440df2094aaaadefaca,86,86,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
